utterance,cypher
Which movies feature at least 4 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 4 RETURN m.title AS title, actorCount;"
Show me movies whose title contains the word 'night'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'night' RETURN m.title AS title, m.released AS year;"
Who follows Robert Downey Jr.?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Robert Downey Jr.'}) RETURN follower.name AS follower;
Show me movies whose title contains the word 'dark'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'dark' RETURN m.title AS title, m.released AS year;"
Find all people born in 2009.,MATCH (p:Person) WHERE p.born = 2009 RETURN p.name AS person;
Who follows Zendaya?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Zendaya'}) RETURN follower.name AS follower;
How many movies has Cate Blanchett acted in?,MATCH (:Person {name: 'Cate Blanchett'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Who follows Brie Larson?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Brie Larson'}) RETURN follower.name AS follower;
Find all people born in 1999.,MATCH (p:Person) WHERE p.born = 1999 RETURN p.name AS person;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Who follows Margot Robbie?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Margot Robbie'}) RETURN follower.name AS follower;
Show me movies whose title contains the word 'story'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'story' RETURN m.title AS title, m.released AS year;"
Show me movies whose title contains the word 'story'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'story' RETURN m.title AS title, m.released AS year;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Who directed the movie 'Blade Runner 2049'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Blade Runner 2049'}) RETURN d.name AS director;
Which movies feature at least 6 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 6 RETURN m.title AS title, actorCount;"
List actors who have acted with Will Smith.,MATCH (p1:Person {name: 'Will Smith'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Which movies feature at least 9 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 9 RETURN m.title AS title, actorCount;"
List actors who have acted with Paul Rudd.,MATCH (p1:Person {name: 'Paul Rudd'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Show me movies whose title contains the word 'night'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'night' RETURN m.title AS title, m.released AS year;"
List actors who have acted with Priyanka Chopra.,MATCH (p1:Person {name: 'Priyanka Chopra'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Find all people born in 1993.,MATCH (p:Person) WHERE p.born = 1993 RETURN p.name AS person;
Which actors acted in 'Gone Girl'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Gone Girl'}) RETURN p.name AS actor;
Show me movies whose title contains the word 'love'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'love' RETURN m.title AS title, m.released AS year;"
Show me movies whose title contains the word 'love'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'love' RETURN m.title AS title, m.released AS year;"
List actors who have acted with Emma Stone.,MATCH (p1:Person {name: 'Emma Stone'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
How many movies has Angelina Jolie acted in?,MATCH (:Person {name: 'Angelina Jolie'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
List all movies released in 2007.,MATCH (m:Movie) WHERE m.released = 2007 RETURN m.title AS title;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
How many movies has Emily Blunt acted in?,MATCH (:Person {name: 'Emily Blunt'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Show me movies whose title contains the word 'star'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'star' RETURN m.title AS title, m.released AS year;"
How many movies has Emily Blunt acted in?,MATCH (:Person {name: 'Emily Blunt'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
List actors who have acted with Paul Rudd.,MATCH (p1:Person {name: 'Paul Rudd'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
List all movies released in 1988.,MATCH (m:Movie) WHERE m.released = 1988 RETURN m.title AS title;
Who follows Harrison Ford?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Harrison Ford'}) RETURN follower.name AS follower;
How many movies has Emma Stone acted in?,MATCH (:Person {name: 'Emma Stone'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Who follows Mark Ruffalo?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Mark Ruffalo'}) RETURN follower.name AS follower;
Who directed the movie 'Gladiator'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Gladiator'}) RETURN d.name AS director;
Which movies feature at least 6 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 6 RETURN m.title AS title, actorCount;"
Show me movies whose title contains the word 'night'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'night' RETURN m.title AS title, m.released AS year;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
How many movies has Brad Pitt acted in?,MATCH (:Person {name: 'Brad Pitt'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Find all people born in 2006.,MATCH (p:Person) WHERE p.born = 2006 RETURN p.name AS person;
Who directed the movie 'Blade Runner 2049'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Blade Runner 2049'}) RETURN d.name AS director;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Who follows Daniel Kaluuya?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Daniel Kaluuya'}) RETURN follower.name AS follower;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
List all movies released in 2008.,MATCH (m:Movie) WHERE m.released = 2008 RETURN m.title AS title;
Find all people born in 1971.,MATCH (p:Person) WHERE p.born = 1971 RETURN p.name AS person;
Which actors acted in 'Whiplash'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Whiplash'}) RETURN p.name AS actor;
Find all people born in 1991.,MATCH (p:Person) WHERE p.born = 1991 RETURN p.name AS person;
How many movies has Tom Hanks acted in?,MATCH (:Person {name: 'Tom Hanks'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Which actors acted in 'Gladiator'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Gladiator'}) RETURN p.name AS actor;
Who follows Emily Blunt?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Emily Blunt'}) RETURN follower.name AS follower;
List actors who have acted with Keanu Reeves.,MATCH (p1:Person {name: 'Keanu Reeves'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Which actors acted in 'Spirited Away'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Spirited Away'}) RETURN p.name AS actor;
List all movies released in 1975.,MATCH (m:Movie) WHERE m.released = 1975 RETURN m.title AS title;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Who directed the movie 'The Revenant'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'The Revenant'}) RETURN d.name AS director;
List actors who have acted with Gal Gadot.,MATCH (p1:Person {name: 'Gal Gadot'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
How many movies has Chris Evans acted in?,MATCH (:Person {name: 'Chris Evans'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
How many movies has Harrison Ford acted in?,MATCH (:Person {name: 'Harrison Ford'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
How many movies has Regina King acted in?,MATCH (:Person {name: 'Regina King'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Who follows Pedro Pascal?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Pedro Pascal'}) RETURN follower.name AS follower;
Show me movies whose title contains the word 'love'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'love' RETURN m.title AS title, m.released AS year;"
Which actors acted in 'Titanic'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Titanic'}) RETURN p.name AS actor;
Who follows Natalie Portman?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Natalie Portman'}) RETURN follower.name AS follower;
Show me movies whose title contains the word 'night'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'night' RETURN m.title AS title, m.released AS year;"
Which movies feature at least 9 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 9 RETURN m.title AS title, actorCount;"
Which movies feature at least 10 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 10 RETURN m.title AS title, actorCount;"
List actors who have acted with Ryan Gosling.,MATCH (p1:Person {name: 'Ryan Gosling'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Who directed the movie 'The Grand Budapest Hotel'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'The Grand Budapest Hotel'}) RETURN d.name AS director;
Show me movies whose title contains the word 'night'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'night' RETURN m.title AS title, m.released AS year;"
List actors who have acted with Brad Pitt.,MATCH (p1:Person {name: 'Brad Pitt'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Find all people born in 2013.,MATCH (p:Person) WHERE p.born = 2013 RETURN p.name AS person;
Who follows Hugh Jackman?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Hugh Jackman'}) RETURN follower.name AS follower;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Find all people born in 1972.,MATCH (p:Person) WHERE p.born = 1972 RETURN p.name AS person;
Who directed the movie 'Django Unchained'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Django Unchained'}) RETURN d.name AS director;
Who follows Natalie Portman?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Natalie Portman'}) RETURN follower.name AS follower;
List all movies released in 1983.,MATCH (m:Movie) WHERE m.released = 1983 RETURN m.title AS title;
Find all people born in 1983.,MATCH (p:Person) WHERE p.born = 1983 RETURN p.name AS person;
Which actors acted in 'La La Land'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'La La Land'}) RETURN p.name AS actor;
Find all people born in 1990.,MATCH (p:Person) WHERE p.born = 1990 RETURN p.name AS person;
Show me movies whose title contains the word 'love'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'love' RETURN m.title AS title, m.released AS year;"
Which movies feature at least 9 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 9 RETURN m.title AS title, actorCount;"
Which actors acted in 'The Dark Knight'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'The Dark Knight'}) RETURN p.name AS actor;
List actors who have acted with Timothee Chalamet.,MATCH (p1:Person {name: 'Timothee Chalamet'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Who directed the movie 'The Grand Budapest Hotel'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'The Grand Budapest Hotel'}) RETURN d.name AS director;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
How many movies has Keanu Reeves acted in?,MATCH (:Person {name: 'Keanu Reeves'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
List actors who have acted with Chadwick Boseman.,MATCH (p1:Person {name: 'Chadwick Boseman'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
List all movies released in 1997.,MATCH (m:Movie) WHERE m.released = 1997 RETURN m.title AS title;
List all movies released in 1999.,MATCH (m:Movie) WHERE m.released = 1999 RETURN m.title AS title;
Show me movies whose title contains the word 'story'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'story' RETURN m.title AS title, m.released AS year;"
How many movies has Florence Pugh acted in?,MATCH (:Person {name: 'Florence Pugh'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
List actors who have acted with Florence Pugh.,MATCH (p1:Person {name: 'Florence Pugh'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
List actors who have acted with Daisy Ridley.,MATCH (p1:Person {name: 'Daisy Ridley'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
List actors who have acted with Christian Bale.,MATCH (p1:Person {name: 'Christian Bale'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Show me movies whose title contains the word 'star'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'star' RETURN m.title AS title, m.released AS year;"
List all movies released in 1990.,MATCH (m:Movie) WHERE m.released = 1990 RETURN m.title AS title;
"Which actors acted in 'Monsters, Inc.'?","MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Monsters, Inc.'}) RETURN p.name AS actor;"
Which movies feature at least 8 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 8 RETURN m.title AS title, actorCount;"
Show me movies whose title contains the word 'star'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'star' RETURN m.title AS title, m.released AS year;"
Show me movies whose title contains the word 'dark'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'dark' RETURN m.title AS title, m.released AS year;"
List actors who have acted with Ana de Armas.,MATCH (p1:Person {name: 'Ana de Armas'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
List actors who have acted with Brie Larson.,MATCH (p1:Person {name: 'Brie Larson'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Show me movies whose title contains the word 'star'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'star' RETURN m.title AS title, m.released AS year;"
Find all people born in 2017.,MATCH (p:Person) WHERE p.born = 2017 RETURN p.name AS person;
How many movies has George Clooney acted in?,MATCH (:Person {name: 'George Clooney'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
How many movies has Regina King acted in?,MATCH (:Person {name: 'Regina King'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Which actors acted in 'The Shawshank Redemption'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'The Shawshank Redemption'}) RETURN p.name AS actor;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Show me movies whose title contains the word 'war'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'war' RETURN m.title AS title, m.released AS year;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Who directed the movie 'The Social Network'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'The Social Network'}) RETURN d.name AS director;
How many movies has Paul Rudd acted in?,MATCH (:Person {name: 'Paul Rudd'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Which actors acted in 'Saving Private Ryan'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Saving Private Ryan'}) RETURN p.name AS actor;
Show me movies whose title contains the word 'dark'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'dark' RETURN m.title AS title, m.released AS year;"
Find all people born in 1982.,MATCH (p:Person) WHERE p.born = 1982 RETURN p.name AS person;
Which actors acted in 'WALL·E'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'WALL·E'}) RETURN p.name AS actor;
Which actors acted in 'Princess Mononoke'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Princess Mononoke'}) RETURN p.name AS actor;
Show me movies whose title contains the word 'dark'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'dark' RETURN m.title AS title, m.released AS year;"
Which movies feature at least 10 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 10 RETURN m.title AS title, actorCount;"
Who follows Mahershala Ali?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Mahershala Ali'}) RETURN follower.name AS follower;
Who follows Michael B. Jordan?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Michael B. Jordan'}) RETURN follower.name AS follower;
Who follows Tessa Thompson?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Tessa Thompson'}) RETURN follower.name AS follower;
Who follows Priyanka Chopra?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Priyanka Chopra'}) RETURN follower.name AS follower;
How many movies has Robert Downey Jr. acted in?,MATCH (:Person {name: 'Robert Downey Jr.'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Which movies feature at least 4 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 4 RETURN m.title AS title, actorCount;"
Which movies feature at least 10 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 10 RETURN m.title AS title, actorCount;"
Find all people born in 2020.,MATCH (p:Person) WHERE p.born = 2020 RETURN p.name AS person;
Find all people born in 2007.,MATCH (p:Person) WHERE p.born = 2007 RETURN p.name AS person;
List all movies released in 1992.,MATCH (m:Movie) WHERE m.released = 1992 RETURN m.title AS title;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Show me movies whose title contains the word 'night'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'night' RETURN m.title AS title, m.released AS year;"
Which movies feature at least 10 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 10 RETURN m.title AS title, actorCount;"
List all movies released in 1973.,MATCH (m:Movie) WHERE m.released = 1973 RETURN m.title AS title;
How many movies has Christian Bale acted in?,MATCH (:Person {name: 'Christian Bale'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Show me movies whose title contains the word 'king'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'king' RETURN m.title AS title, m.released AS year;"
Show me movies whose title contains the word 'war'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'war' RETURN m.title AS title, m.released AS year;"
Who follows Mark Ruffalo?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Mark Ruffalo'}) RETURN follower.name AS follower;
List actors who have acted with Gal Gadot.,MATCH (p1:Person {name: 'Gal Gadot'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Who follows Zendaya?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Zendaya'}) RETURN follower.name AS follower;
List all movies released in 1998.,MATCH (m:Movie) WHERE m.released = 1998 RETURN m.title AS title;
Who follows Tessa Thompson?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Tessa Thompson'}) RETURN follower.name AS follower;
Who directed the movie 'Se7en'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Se7en'}) RETURN d.name AS director;
Who follows Ryan Reynolds?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Ryan Reynolds'}) RETURN follower.name AS follower;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Which actors acted in 'Pulp Fiction'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Pulp Fiction'}) RETURN p.name AS actor;
Which movies feature at least 4 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 4 RETURN m.title AS title, actorCount;"
How many movies has Daisy Ridley acted in?,MATCH (:Person {name: 'Daisy Ridley'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Show me movies whose title contains the word 'war'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'war' RETURN m.title AS title, m.released AS year;"
Which actors acted in 'Inception'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'Inception'}) RETURN p.name AS actor;
Who directed the movie 'Arrival'?,MATCH (d:Person)-[:DIRECTED]->(m:Movie {title: 'Arrival'}) RETURN d.name AS director;
Which movies feature at least 5 different actors?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(DISTINCT p) AS actorCount WHERE actorCount >= 5 RETURN m.title AS title, actorCount;"
How many movies has Meryl Streep acted in?,MATCH (:Person {name: 'Meryl Streep'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Find all people born in 1994.,MATCH (p:Person) WHERE p.born = 1994 RETURN p.name AS person;
List actors who have acted with Regina King.,MATCH (p1:Person {name: 'Regina King'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
How many movies has John Boyega acted in?,MATCH (:Person {name: 'John Boyega'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Who follows Natalie Portman?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Natalie Portman'}) RETURN follower.name AS follower;
How many movies has Keanu Reeves acted in?,MATCH (:Person {name: 'Keanu Reeves'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
How many movies has Emma Stone acted in?,MATCH (:Person {name: 'Emma Stone'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
List actors who have acted with Christian Bale.,MATCH (p1:Person {name: 'Christian Bale'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Find all people born in 2016.,MATCH (p:Person) WHERE p.born = 2016 RETURN p.name AS person;
Who follows Robert Downey Jr.?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Robert Downey Jr.'}) RETURN follower.name AS follower;
How many movies has Morgan Freeman acted in?,MATCH (:Person {name: 'Morgan Freeman'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Who follows Emily Blunt?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Emily Blunt'}) RETURN follower.name AS follower;
Which actors acted in 'The Social Network'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'The Social Network'}) RETURN p.name AS actor;
Find all people born in 2011.,MATCH (p:Person) WHERE p.born = 2011 RETURN p.name AS person;
List actors who have acted with Angelina Jolie.,MATCH (p1:Person {name: 'Angelina Jolie'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
Who follows Daisy Ridley?,MATCH (follower:Person)-[:FOLLOWS]->(p:Person {name: 'Daisy Ridley'}) RETURN follower.name AS follower;
Show me movies whose title contains the word 'night'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'night' RETURN m.title AS title, m.released AS year;"
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
List actors who have acted with Tessa Thompson.,MATCH (p1:Person {name: 'Tessa Thompson'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
How many movies has Angelina Jolie acted in?,MATCH (:Person {name: 'Angelina Jolie'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Show people who both directed and acted in the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:ACTED_IN]-(p) RETURN DISTINCT p.name AS person, m.title AS movie;"
Show me movies whose title contains the word 'king'.,"MATCH (m:Movie) WHERE toLower(m.title) CONTAINS 'king' RETURN m.title AS title, m.released AS year;"
List actors who have acted with Mark Ruffalo.,MATCH (p1:Person {name: 'Mark Ruffalo'})-[:ACTED_IN]->(m:Movie)<-[:ACTED_IN]-(co:Person) RETURN DISTINCT co.name AS coActor;
How many movies has Scarlett Johansson acted in?,MATCH (:Person {name: 'Scarlett Johansson'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
How many movies has Harrison Ford acted in?,MATCH (:Person {name: 'Harrison Ford'})-[:ACTED_IN]->(m:Movie) RETURN count(m) AS movieCount;
Which actors acted in 'The Lord of the Rings: The Fellowship of the Ring'?,MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: 'The Lord of the Rings: The Fellowship of the Ring'}) RETURN p.name AS actor;
